T33,Tourist/visitor arrivals and tourism expenditure,,,,,,,
Region/Country/Area,,Year,Series,Tourism arrivals series type,Tourism arrivals series type footnote,Value,Footnotes,Source
764,Thailand,2005,Tourist/visitor arrivals (thousands),TF,,11567,Including nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
764,Thailand,2010,Tourist/visitor arrivals (thousands),TF,,15936,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
764,Thailand,2016,Tourist/visitor arrivals (thousands),TF,,32530,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
764,Thailand,2017,Tourist/visitor arrivals (thousands),TF,,35592,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
764,Thailand,2018,Tourist/visitor arrivals (thousands),TF,,38178,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
764,Thailand,1995,Tourism expenditure (millions of US dollars),,,9257,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
764,Thailand,2005,Tourism expenditure (millions of US dollars),,,12103,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
764,Thailand,2010,Tourism expenditure (millions of US dollars),,,23796,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
764,Thailand,2016,Tourism expenditure (millions of US dollars),,,48459,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
764,Thailand,2017,Tourism expenditure (millions of US dollars),,,57057,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
764,Thailand,2018,Tourism expenditure (millions of US dollars),,,65242,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
626,Timor-Leste,2010,Tourist/visitor arrivals (thousands),TF,,40,Arrivals by air at Dili Airport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
626,Timor-Leste,2016,Tourist/visitor arrivals (thousands),TF,,66,Arrivals by air at Dili Airport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
626,Timor-Leste,2017,Tourist/visitor arrivals (thousands),TF,,74,Arrivals by air at Dili Airport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
626,Timor-Leste,2018,Tourist/visitor arrivals (thousands),TF,,75,Arrivals by air at Dili Airport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
626,Timor-Leste,2010,Tourism expenditure (millions of US dollars),,,24,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
626,Timor-Leste,2016,Tourism expenditure (millions of US dollars),,,58,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
626,Timor-Leste,2017,Tourism expenditure (millions of US dollars),,,73,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
626,Timor-Leste,2018,Tourism expenditure (millions of US dollars),,,78,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
768,Togo,1995,Tourist/visitor arrivals (thousands),THS,,53,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
768,Togo,2005,Tourist/visitor arrivals (thousands),THS,,81,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
768,Togo,2010,Tourist/visitor arrivals (thousands),THS,,202,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
768,Togo,2016,Tourist/visitor arrivals (thousands),THS,,338,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
768,Togo,2017,Tourist/visitor arrivals (thousands),THS,,514,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
768,Togo,2018,Tourist/visitor arrivals (thousands),THS,,573,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
768,Togo,2005,Tourism expenditure (millions of US dollars),,,27,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
768,Togo,2010,Tourism expenditure (millions of US dollars),,,105,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
768,Togo,2016,Tourism expenditure (millions of US dollars),,,223,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
768,Togo,2017,Tourism expenditure (millions of US dollars),,,245,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
776,Tonga,1995,Tourist/visitor arrivals (thousands),TF,,29,Arrivals by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
776,Tonga,2005,Tourist/visitor arrivals (thousands),TF,,42,Arrivals by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
776,Tonga,2010,Tourist/visitor arrivals (thousands),TF,,47.1,Arrivals by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
776,Tonga,2016,Tourist/visitor arrivals (thousands),TF,,59.1,Arrivals by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
776,Tonga,2017,Tourist/visitor arrivals (thousands),TF,,62.5,Arrivals by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
776,Tonga,2018,Tourist/visitor arrivals (thousands),TF,,54,Arrivals by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
776,Tonga,2005,Tourism expenditure (millions of US dollars),,,15,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
776,Tonga,2010,Tourism expenditure (millions of US dollars),,,17.3,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
776,Tonga,2016,Tourism expenditure (millions of US dollars),,,52.7,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
776,Tonga,2017,Tourism expenditure (millions of US dollars),,,48.5,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
776,Tonga,2018,Tourism expenditure (millions of US dollars),,,48.1,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
780,Trinidad and Tobago,1995,Tourist/visitor arrivals (thousands),TF,,260,Arrivals by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
780,Trinidad and Tobago,2005,Tourist/visitor arrivals (thousands),TF,,463,Arrivals by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
780,Trinidad and Tobago,2010,Tourist/visitor arrivals (thousands),TF,,388,Arrivals by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
780,Trinidad and Tobago,2016,Tourist/visitor arrivals (thousands),TF,,409,Arrivals by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
780,Trinidad and Tobago,2017,Tourist/visitor arrivals (thousands),TF,,395,Arrivals by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
780,Trinidad and Tobago,2018,Tourist/visitor arrivals (thousands),TF,,375,Arrivals by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
780,Trinidad and Tobago,1995,Tourism expenditure (millions of US dollars),,,232,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
780,Trinidad and Tobago,2005,Tourism expenditure (millions of US dollars),,,593,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
780,Trinidad and Tobago,2010,Tourism expenditure (millions of US dollars),,,630,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
780,Trinidad and Tobago,2016,Tourism expenditure (millions of US dollars),,,708,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
780,Trinidad and Tobago,2017,Tourism expenditure (millions of US dollars),,,717,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
780,Trinidad and Tobago,2018,Tourism expenditure (millions of US dollars),,,541,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
788,Tunisia,1995,Tourist/visitor arrivals (thousands),TF,,4120,Excluding nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
788,Tunisia,2005,Tourist/visitor arrivals (thousands),TF,,6378,Excluding nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
788,Tunisia,2010,Tourist/visitor arrivals (thousands),TF,,7828,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
788,Tunisia,2016,Tourist/visitor arrivals (thousands),TF,,5724,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
788,Tunisia,2017,Tourist/visitor arrivals (thousands),TF,,7052,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
788,Tunisia,2018,Tourist/visitor arrivals (thousands),TF,,8299,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
788,Tunisia,1995,Tourism expenditure (millions of US dollars),,,1838,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
788,Tunisia,2005,Tourism expenditure (millions of US dollars),,,2800,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
788,Tunisia,2010,Tourism expenditure (millions of US dollars),,,3477,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
788,Tunisia,2016,Tourism expenditure (millions of US dollars),,,1706,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
788,Tunisia,2017,Tourism expenditure (millions of US dollars),,,1782,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
788,Tunisia,2018,Tourism expenditure (millions of US dollars),,,2320,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
792,Turkey,1995,Tourist/visitor arrivals (thousands),TF,,7083,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
792,Turkey,2005,Tourist/visitor arrivals (thousands),TF,,20273,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
792,Turkey,2010,Tourist/visitor arrivals (thousands),TF,,31364,Turkish citizens resident abroad are included.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
792,Turkey,2016,Tourist/visitor arrivals (thousands),TF,,30289,Turkish citizens resident abroad are included.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
792,Turkey,2017,Tourist/visitor arrivals (thousands),TF,,37601,Turkish citizens resident abroad are included.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
792,Turkey,2018,Tourist/visitor arrivals (thousands),TF,,45768,Turkish citizens resident abroad are included.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
792,Turkey,2005,Tourism expenditure (millions of US dollars),,,20760,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
792,Turkey,2010,Tourism expenditure (millions of US dollars),,,26318,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
792,Turkey,2016,Tourism expenditure (millions of US dollars),,,26788,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
792,Turkey,2017,Tourism expenditure (millions of US dollars),,,31870,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
792,Turkey,2018,Tourism expenditure (millions of US dollars),,,37140,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
795,Turkmenistan,1995,Tourist/visitor arrivals (thousands),TF,,218,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
795,Turkmenistan,2005,Tourist/visitor arrivals (thousands),TF,,11.6,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
796,Turks and Caicos Islands,1995,Tourist/visitor arrivals (thousands),TF,,79,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
796,Turks and Caicos Islands,2005,Tourist/visitor arrivals (thousands),TF,,176,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
796,Turks and Caicos Islands,2010,Tourist/visitor arrivals (thousands),TF,,281,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
796,Turks and Caicos Islands,2016,Tourist/visitor arrivals (thousands),TF,,449,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
796,Turks and Caicos Islands,2017,Tourist/visitor arrivals (thousands),TF,,416.4,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
796,Turks and Caicos Islands,2018,Tourist/visitor arrivals (thousands),TF,,441,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
796,Turks and Caicos Islands,1995,Tourism expenditure (millions of US dollars),,,53,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
798,Tuvalu,1995,Tourist/visitor arrivals (thousands),TF,,0.9,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
798,Tuvalu,2005,Tourist/visitor arrivals (thousands),TF,,1.1,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
798,Tuvalu,2010,Tourist/visitor arrivals (thousands),TF,,1.7,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
798,Tuvalu,2016,Tourist/visitor arrivals (thousands),TF,,2.5,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
798,Tuvalu,2017,Tourist/visitor arrivals (thousands),TF,,2.5,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
798,Tuvalu,2018,Tourist/visitor arrivals (thousands),TF,,2.7,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
798,Tuvalu,2005,Tourism expenditure (millions of US dollars),,,1.2,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
798,Tuvalu,2010,Tourism expenditure (millions of US dollars),,,2.4,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
800,Uganda,1995,Tourist/visitor arrivals (thousands),TF,,160,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
800,Uganda,2005,Tourist/visitor arrivals (thousands),TF,,468,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
800,Uganda,2010,Tourist/visitor arrivals (thousands),TF,,946,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
800,Uganda,2016,Tourist/visitor arrivals (thousands),TF,,1323,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
800,Uganda,2017,Tourist/visitor arrivals (thousands),TF,,1402,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
800,Uganda,2005,Tourism expenditure (millions of US dollars),,,382,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
800,Uganda,2010,Tourism expenditure (millions of US dollars),,,802,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
800,Uganda,2016,Tourism expenditure (millions of US dollars),,,1118,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
800,Uganda,2017,Tourism expenditure (millions of US dollars),,,957,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
800,Uganda,2018,Tourism expenditure (millions of US dollars),,,1044,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
804,Ukraine,1995,Tourist/visitor arrivals (thousands),TF,,3716,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
804,Ukraine,2005,Tourist/visitor arrivals (thousands),TF,,17631,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
804,Ukraine,2010,Tourist/visitor arrivals (thousands),TF,,21203,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
804,Ukraine,2016,Tourist/visitor arrivals (thousands),TF,,13333,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
804,Ukraine,2017,Tourist/visitor arrivals (thousands),TF,,14230,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
804,Ukraine,2018,Tourist/visitor arrivals (thousands),TF,,14104,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
804,Ukraine,2005,Tourism expenditure (millions of US dollars),,,3542,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
804,Ukraine,2010,Tourism expenditure (millions of US dollars),,,4696,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
804,Ukraine,2016,Tourism expenditure (millions of US dollars),,,1723,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
804,Ukraine,2017,Tourism expenditure (millions of US dollars),,,2019,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
804,Ukraine,2018,Tourism expenditure (millions of US dollars),,,2269,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
784,United Arab Emirates,1995,Tourist/visitor arrivals (thousands),THS,,2315,Arrivals in hotels only. Including domestic tourism and nationals of the country residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
784,United Arab Emirates,2005,Tourist/visitor arrivals (thousands),THS,,7126,Arrivals in hotels only. Including domestic tourism and nationals of the country residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
784,United Arab Emirates,2016,Tourist/visitor arrivals (thousands),THS,,18967,Arrivals in hotels only. Including domestic tourism and nationals of the country residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
784,United Arab Emirates,2017,Tourist/visitor arrivals (thousands),THS,,20394,Arrivals in hotels only. Including domestic tourism and nationals of the country residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
784,United Arab Emirates,2018,Tourist/visitor arrivals (thousands),THS,,21286,Arrivals in hotels only. Including domestic tourism and nationals of the country residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
784,United Arab Emirates,1995,Tourism expenditure (millions of US dollars),,,632,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
784,United Arab Emirates,2005,Tourism expenditure (millions of US dollars),,,3218,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
784,United Arab Emirates,2010,Tourism expenditure (millions of US dollars),,,8577,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
784,United Arab Emirates,2016,Tourism expenditure (millions of US dollars),,,19496,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
784,United Arab Emirates,2017,Tourism expenditure (millions of US dollars),,,21048,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
784,United Arab Emirates,2018,Tourism expenditure (millions of US dollars),,,21390,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
826,United Kingdom,1995,Tourist/visitor arrivals (thousands),TF,,21719,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
826,United Kingdom,2005,Tourist/visitor arrivals (thousands),TF,,28039,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
826,United Kingdom,2010,Tourist/visitor arrivals (thousands),TF,,28295,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
826,United Kingdom,2016,Tourist/visitor arrivals (thousands),TF,,35814,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
826,United Kingdom,2017,Tourist/visitor arrivals (thousands),TF,,37651,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
826,United Kingdom,2018,Tourist/visitor arrivals (thousands),TF,,36316,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
826,United Kingdom,1995,Tourism expenditure (millions of US dollars),,,27577,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
826,United Kingdom,2005,Tourism expenditure (millions of US dollars),,,32948,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
826,United Kingdom,2010,Tourism expenditure (millions of US dollars),,,34715,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
826,United Kingdom,2016,Tourism expenditure (millions of US dollars),,,47777,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
826,United Kingdom,2017,Tourism expenditure (millions of US dollars),,,47719,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
826,United Kingdom,2018,Tourism expenditure (millions of US dollars),,,48515,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
834,United Rep. of Tanzania,1995,Tourist/visitor arrivals (thousands),TF,,285,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
834,United Rep. of Tanzania,2005,Tourist/visitor arrivals (thousands),TF,,590,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
834,United Rep. of Tanzania,2010,Tourist/visitor arrivals (thousands),TF,,754,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
834,United Rep. of Tanzania,2016,Tourist/visitor arrivals (thousands),TF,,1233,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
834,United Rep. of Tanzania,2017,Tourist/visitor arrivals (thousands),TF,,1275,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
834,United Rep. of Tanzania,2018,Tourist/visitor arrivals (thousands),TF,,1378,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
834,United Rep. of Tanzania,2005,Tourism expenditure (millions of US dollars),,,835,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
834,United Rep. of Tanzania,2010,Tourism expenditure (millions of US dollars),,,1279,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
834,United Rep. of Tanzania,2016,Tourism expenditure (millions of US dollars),,,2149,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
834,United Rep. of Tanzania,2017,Tourism expenditure (millions of US dollars),,,2265,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
834,United Rep. of Tanzania,2018,Tourism expenditure (millions of US dollars),,,2465,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
840,United States of America,1995,Tourist/visitor arrivals (thousands),TF,,43318,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
840,United States of America,2005,Tourist/visitor arrivals (thousands),TF,,49206,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
840,United States of America,2010,Tourist/visitor arrivals (thousands),TF,,60010,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
840,United States of America,2016,Tourist/visitor arrivals (thousands),TF,,76407.488,Break in the time series.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
840,United States of America,2017,Tourist/visitor arrivals (thousands),TF,,77186.746,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
840,United States of America,2018,Tourist/visitor arrivals (thousands),TF,,79745.918,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
840,United States of America,1995,Tourism expenditure (millions of US dollars),,,93743,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
840,United States of America,2005,Tourism expenditure (millions of US dollars),,,122077,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
840,United States of America,2010,Tourism expenditure (millions of US dollars),,,167996,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
840,United States of America,2016,Tourism expenditure (millions of US dollars),,,245991,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
840,United States of America,2017,Tourism expenditure (millions of US dollars),,,251544,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
840,United States of America,2018,Tourism expenditure (millions of US dollars),,,256145,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
850,United States Virgin Islands,1995,Tourist/visitor arrivals (thousands),TF,,454,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
850,United States Virgin Islands,2005,Tourist/visitor arrivals (thousands),TF,,594,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
850,United States Virgin Islands,2010,Tourist/visitor arrivals (thousands),TF,,572,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
850,United States Virgin Islands,2016,Tourist/visitor arrivals (thousands),TF,,667,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
850,United States Virgin Islands,2017,Tourist/visitor arrivals (thousands),TF,,535,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
850,United States Virgin Islands,2018,Tourist/visitor arrivals (thousands),TF,,381,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
850,United States Virgin Islands,1995,Tourism expenditure (millions of US dollars),,,822,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
850,United States Virgin Islands,2005,Tourism expenditure (millions of US dollars),,,1432,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
